Prenom,Nom,CodeCours,NomCours,Session,Note (%)
Jordan,Gauthier,340-0HJ-JR1,Cours complementaire 2,5,79
Taylor,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,50
Jordan,Bouchard,340-0HJ-JR1,Cours complementaire 2,5,93
Jordan,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,68
Alex,Morin,340-0HJ-JR1,Cours complementaire 2,5,58
Charlie,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,87
Casey,Bouchard,340-0HJ-JR1,Cours complementaire 2,5,38
Sam,Fortin,340-0HJ-JR1,Cours complementaire 2,5,98
Alex,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,86
Jamie,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,35
Jordan,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,40
Jamie,Roy,340-0HJ-JR1,Cours complementaire 2,5,44
Casey,Roy,340-0HJ-JR1,Cours complementaire 2,5,67
Cameron,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,50
Taylor,Gauthier,340-0HJ-JR1,Cours complementaire 2,5,69
Casey,Bouchard,340-0HJ-JR1,Cours complementaire 2,5,52
Morgan,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,46
Robin,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,66
Casey,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,51
Alex,Fortin,340-0HJ-JR1,Cours complementaire 2,5,86
Morgan,Roy,340-0HJ-JR1,Cours complementaire 2,5,81
Charlie,Roy,340-0HJ-JR1,Cours complementaire 2,5,96
Alex,Gauthier,340-0HJ-JR1,Cours complementaire 2,5,70
Robin,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,90
Cameron,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,44
Taylor,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,69
Casey,Gauthier,340-0HJ-JR1,Cours complementaire 2,5,86
Robin,Roy,340-0HJ-JR1,Cours complementaire 2,5,99
Jamie,Bouchard,340-0HJ-JR1,Cours complementaire 2,5,79
Jamie,Roy,340-0HJ-JR1,Cours complementaire 2,5,80
Casey,Roy,340-0HJ-JR1,Cours complementaire 2,5,42
Morgan,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,47
Jamie,Gauthier,340-0HJ-JR1,Cours complementaire 2,5,98
Robin,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,68
Sam,Bouchard,340-0HJ-JR1,Cours complementaire 2,5,52
Alex,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,50
Sam,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,82
Charlie,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,82
Morgan,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,49
Morgan,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,86
Jamie,Gauthier,340-0HJ-JR1,Cours complementaire 2,5,72
Casey,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,85
Jamie,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,80
Morgan,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,59
Sam,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,90
Morgan,Fortin,340-0HJ-JR1,Cours complementaire 2,5,62
Sam,Roy,340-0HJ-JR1,Cours complementaire 2,5,59
Taylor,Morin,340-0HJ-JR1,Cours complementaire 2,5,39
Morgan,Gauthier,340-0HJ-JR1,Cours complementaire 2,5,37
Alex,Morin,340-0HJ-JR1,Cours complementaire 2,5,40
Cameron,Bouchard,340-0HJ-JR1,Cours complementaire 2,5,57
Jordan,Morin,340-0HJ-JR1,Cours complementaire 2,5,98
Sam,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,94
Casey,Fortin,340-0HJ-JR1,Cours complementaire 2,5,48
Robin,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,71
Charlie,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,89
Robin,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,55
Jamie,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,76
Morgan,Fortin,340-0HJ-JR1,Cours complementaire 2,5,52
Charlie,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,85
Cameron,Morin,340-0HJ-JR1,Cours complementaire 2,5,93
Alex,Bouchard,340-0HJ-JR1,Cours complementaire 2,5,64
Casey,Roy,340-0HJ-JR1,Cours complementaire 2,5,65
Robin,Gauthier,340-0HJ-JR1,Cours complementaire 2,5,58
Cameron,Morin,340-0HJ-JR1,Cours complementaire 2,5,98
Alex,Gauthier,340-0HJ-JR1,Cours complementaire 2,5,73
Cameron,Morin,340-0HJ-JR1,Cours complementaire 2,5,70
Jamie,Roy,340-0HJ-JR1,Cours complementaire 2,5,66
Casey,Morin,340-0HJ-JR1,Cours complementaire 2,5,80
Casey,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,63
Taylor,Fortin,340-0HJ-JR1,Cours complementaire 2,5,85
Casey,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,94
Charlie,Bouchard,340-0HJ-JR1,Cours complementaire 2,5,62
Casey,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,64
Charlie,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,62
Jordan,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,93
Taylor,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,49
Jordan,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,56
Jordan,Morin,340-0HJ-JR1,Cours complementaire 2,5,60
Jamie,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,57
Charlie,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,81
Alex,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,60
Jamie,Roy,340-0HJ-JR1,Cours complementaire 2,5,80
Taylor,Roy,340-0HJ-JR1,Cours complementaire 2,5,81
Alex,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,69
Charlie,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,86
Taylor,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,63
Robin,Gagnon,340-0HJ-JR1,Cours complementaire 2,5,63
Taylor,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,69
Charlie,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,42
Casey,Fortin,340-0HJ-JR1,Cours complementaire 2,5,98
Jordan,Roy,340-0HJ-JR1,Cours complementaire 2,5,76
Charlie,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,59
Sam,Bouchard,340-0HJ-JR1,Cours complementaire 2,5,72
Jamie,Morin,340-0HJ-JR1,Cours complementaire 2,5,50
Jordan,Fortin,340-0HJ-JR1,Cours complementaire 2,5,47
Morgan,Roy,340-0HJ-JR1,Cours complementaire 2,5,61
Charlie,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,42
Sam,Fortin,340-0HJ-JR1,Cours complementaire 2,5,64
Sam,Bouchard,340-0HJ-JR1,Cours complementaire 2,5,97
Alex,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,39
Morgan,Fortin,340-0HJ-JR1,Cours complementaire 2,5,69
Alex,Morin,340-0HJ-JR1,Cours complementaire 2,5,68
Jordan,Fortin,340-0HJ-JR1,Cours complementaire 2,5,58
Robin,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,43
Jamie,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,78
Casey,Fortin,340-0HJ-JR1,Cours complementaire 2,5,44
Taylor,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,76
Sam,Tremblay,340-0HJ-JR1,Cours complementaire 2,5,65
Casey,Pelletier,340-0HJ-JR1,Cours complementaire 2,5,48
Jamie,Fortin,340-0HJ-JR1,Cours complementaire 2,5,48
Alex,Lavoie,340-0HJ-JR1,Cours complementaire 2,5,46
Jamie,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,84
Alex,Morin,340-0HJ-JR1,Cours complementaire 2,5,35
Sam,Roy,340-0HJ-JR1,Cours complementaire 2,5,86
Jamie,Gauthier,340-0HJ-JR1,Cours complementaire 2,5,51
Sam,Lefebvre,340-0HJ-JR1,Cours complementaire 2,5,54
Ronald,MacDounald,420-051-4R1,Projet d’integration - Phase I,5,46
Homer,Simpson,420-051-4R1,Projet d’integration - Phase I,5,46
Doctor,Doogie,420-051-4R1,Projet d’integration - Phase I,5,63
Jordan,Gauthier,420-051-4R1,Projet d’integration - Phase I,5,53
Taylor,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,64
Jordan,Bouchard,420-051-4R1,Projet d’integration - Phase I,5,49
Jordan,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,50
Alex,Morin,420-051-4R1,Projet d’integration - Phase I,5,98
Charlie,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,50
Casey,Bouchard,420-051-4R1,Projet d’integration - Phase I,5,100
Sam,Fortin,420-051-4R1,Projet d’integration - Phase I,5,70
Alex,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,60
Jamie,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,39
Jordan,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,96
Jamie,Roy,420-051-4R1,Projet d’integration - Phase I,5,99
Casey,Roy,420-051-4R1,Projet d’integration - Phase I,5,85
Cameron,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,87
Taylor,Gauthier,420-051-4R1,Projet d’integration - Phase I,5,92
Casey,Bouchard,420-051-4R1,Projet d’integration - Phase I,5,94
Morgan,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,64
Robin,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,94
Casey,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,42
Alex,Fortin,420-051-4R1,Projet d’integration - Phase I,5,53
Morgan,Roy,420-051-4R1,Projet d’integration - Phase I,5,89
Charlie,Roy,420-051-4R1,Projet d’integration - Phase I,5,45
Alex,Gauthier,420-051-4R1,Projet d’integration - Phase I,5,88
Robin,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,41
Cameron,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,80
Taylor,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,73
Casey,Gauthier,420-051-4R1,Projet d’integration - Phase I,5,39
Robin,Roy,420-051-4R1,Projet d’integration - Phase I,5,86
Jamie,Bouchard,420-051-4R1,Projet d’integration - Phase I,5,91
Jamie,Roy,420-051-4R1,Projet d’integration - Phase I,5,67
Casey,Roy,420-051-4R1,Projet d’integration - Phase I,5,39
Morgan,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,46
Jamie,Gauthier,420-051-4R1,Projet d’integration - Phase I,5,35
Robin,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,68
Sam,Bouchard,420-051-4R1,Projet d’integration - Phase I,5,89
Alex,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,42
Sam,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,66
Charlie,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,60
Morgan,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,67
Morgan,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,99
Jamie,Gauthier,420-051-4R1,Projet d’integration - Phase I,5,54
Casey,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,38
Jamie,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,48
Morgan,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,90
Sam,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,94
Morgan,Fortin,420-051-4R1,Projet d’integration - Phase I,5,60
Sam,Roy,420-051-4R1,Projet d’integration - Phase I,5,59
Taylor,Morin,420-051-4R1,Projet d’integration - Phase I,5,99
Morgan,Gauthier,420-051-4R1,Projet d’integration - Phase I,5,38
Alex,Morin,420-051-4R1,Projet d’integration - Phase I,5,86
Cameron,Bouchard,420-051-4R1,Projet d’integration - Phase I,5,53
Jordan,Morin,420-051-4R1,Projet d’integration - Phase I,5,93
Sam,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,79
Casey,Fortin,420-051-4R1,Projet d’integration - Phase I,5,80
Robin,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,63
Charlie,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,45
Robin,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,66
Jamie,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,57
Morgan,Fortin,420-051-4R1,Projet d’integration - Phase I,5,38
Charlie,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,91
Cameron,Morin,420-051-4R1,Projet d’integration - Phase I,5,52
Alex,Bouchard,420-051-4R1,Projet d’integration - Phase I,5,96
Casey,Roy,420-051-4R1,Projet d’integration - Phase I,5,61
Robin,Gauthier,420-051-4R1,Projet d’integration - Phase I,5,95
Cameron,Morin,420-051-4R1,Projet d’integration - Phase I,5,97
Alex,Gauthier,420-051-4R1,Projet d’integration - Phase I,5,36
Cameron,Morin,420-051-4R1,Projet d’integration - Phase I,5,40
Jamie,Roy,420-051-4R1,Projet d’integration - Phase I,5,89
Casey,Morin,420-051-4R1,Projet d’integration - Phase I,5,76
Casey,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,39
Taylor,Fortin,420-051-4R1,Projet d’integration - Phase I,5,55
Casey,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,87
Charlie,Bouchard,420-051-4R1,Projet d’integration - Phase I,5,66
Casey,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,46
Charlie,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,94
Jordan,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,46
Taylor,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,62
Jordan,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,55
Jordan,Morin,420-051-4R1,Projet d’integration - Phase I,5,92
Jamie,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,39
Charlie,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,86
Alex,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,85
Jamie,Roy,420-051-4R1,Projet d’integration - Phase I,5,99
Taylor,Roy,420-051-4R1,Projet d’integration - Phase I,5,85
Alex,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,55
Charlie,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,51
Taylor,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,72
Robin,Gagnon,420-051-4R1,Projet d’integration - Phase I,5,86
Taylor,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,62
Charlie,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,97
Casey,Fortin,420-051-4R1,Projet d’integration - Phase I,5,42
Jordan,Roy,420-051-4R1,Projet d’integration - Phase I,5,92
Charlie,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,40
Sam,Bouchard,420-051-4R1,Projet d’integration - Phase I,5,69
Jamie,Morin,420-051-4R1,Projet d’integration - Phase I,5,51
Jordan,Fortin,420-051-4R1,Projet d’integration - Phase I,5,84
Morgan,Roy,420-051-4R1,Projet d’integration - Phase I,5,40
Charlie,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,100
Sam,Fortin,420-051-4R1,Projet d’integration - Phase I,5,36
Sam,Bouchard,420-051-4R1,Projet d’integration - Phase I,5,79
Alex,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,93
Morgan,Fortin,420-051-4R1,Projet d’integration - Phase I,5,92
Alex,Morin,420-051-4R1,Projet d’integration - Phase I,5,78
Jordan,Fortin,420-051-4R1,Projet d’integration - Phase I,5,58
Robin,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,91
Jamie,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,43
Casey,Fortin,420-051-4R1,Projet d’integration - Phase I,5,42
Taylor,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,58
Sam,Tremblay,420-051-4R1,Projet d’integration - Phase I,5,44
Casey,Pelletier,420-051-4R1,Projet d’integration - Phase I,5,82
Jamie,Fortin,420-051-4R1,Projet d’integration - Phase I,5,50
Alex,Lavoie,420-051-4R1,Projet d’integration - Phase I,5,82
Jamie,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,44
Alex,Morin,420-051-4R1,Projet d’integration - Phase I,5,86
Sam,Roy,420-051-4R1,Projet d’integration - Phase I,5,56
Jamie,Gauthier,420-051-4R1,Projet d’integration - Phase I,5,88
Sam,Lefebvre,420-051-4R1,Projet d’integration - Phase I,5,39
Ronald,MacDounald,420-052-3R1,Realite virtuelle,5,39
Homer,Simpson,420-052-3R1,Realite virtuelle,5,54
Doctor,Doogie,420-052-3R1,Realite virtuelle,5,89
Jordan,Gauthier,420-052-3R1,Realite virtuelle,5,60
Taylor,Lavoie,420-052-3R1,Realite virtuelle,5,81
Jordan,Bouchard,420-052-3R1,Realite virtuelle,5,49
Jordan,Gagnon,420-052-3R1,Realite virtuelle,5,67
Alex,Morin,420-052-3R1,Realite virtuelle,5,82
Charlie,Lavoie,420-052-3R1,Realite virtuelle,5,45
Casey,Bouchard,420-052-3R1,Realite virtuelle,5,90
Sam,Fortin,420-052-3R1,Realite virtuelle,5,46
Alex,Tremblay,420-052-3R1,Realite virtuelle,5,68
Jamie,Pelletier,420-052-3R1,Realite virtuelle,5,78
Jordan,Lavoie,420-052-3R1,Realite virtuelle,5,45
Jamie,Roy,420-052-3R1,Realite virtuelle,5,52
Casey,Roy,420-052-3R1,Realite virtuelle,5,97
Cameron,Pelletier,420-052-3R1,Realite virtuelle,5,52
Taylor,Gauthier,420-052-3R1,Realite virtuelle,5,76
Casey,Bouchard,420-052-3R1,Realite virtuelle,5,69
Morgan,Lefebvre,420-052-3R1,Realite virtuelle,5,48
Robin,Lavoie,420-052-3R1,Realite virtuelle,5,96
Casey,Gagnon,420-052-3R1,Realite virtuelle,5,39
Alex,Fortin,420-052-3R1,Realite virtuelle,5,91
Morgan,Roy,420-052-3R1,Realite virtuelle,5,54
Charlie,Roy,420-052-3R1,Realite virtuelle,5,91
Alex,Gauthier,420-052-3R1,Realite virtuelle,5,89
Robin,Tremblay,420-052-3R1,Realite virtuelle,5,84
Cameron,Lavoie,420-052-3R1,Realite virtuelle,5,90
Taylor,Lavoie,420-052-3R1,Realite virtuelle,5,61
Casey,Gauthier,420-052-3R1,Realite virtuelle,5,46
Robin,Roy,420-052-3R1,Realite virtuelle,5,38
Jamie,Bouchard,420-052-3R1,Realite virtuelle,5,55
Jamie,Roy,420-052-3R1,Realite virtuelle,5,62
Casey,Roy,420-052-3R1,Realite virtuelle,5,81
Morgan,Gagnon,420-052-3R1,Realite virtuelle,5,100
Jamie,Gauthier,420-052-3R1,Realite virtuelle,5,65
Robin,Gagnon,420-052-3R1,Realite virtuelle,5,79
Sam,Bouchard,420-052-3R1,Realite virtuelle,5,52
Alex,Pelletier,420-052-3R1,Realite virtuelle,5,75
Sam,Gagnon,420-052-3R1,Realite virtuelle,5,44
Charlie,Pelletier,420-052-3R1,Realite virtuelle,5,65
Morgan,Lefebvre,420-052-3R1,Realite virtuelle,5,64
Morgan,Tremblay,420-052-3R1,Realite virtuelle,5,99
Jamie,Gauthier,420-052-3R1,Realite virtuelle,5,89
Casey,Pelletier,420-052-3R1,Realite virtuelle,5,49
Jamie,Lefebvre,420-052-3R1,Realite virtuelle,5,36
Morgan,Tremblay,420-052-3R1,Realite virtuelle,5,52
Sam,Lefebvre,420-052-3R1,Realite virtuelle,5,97
Morgan,Fortin,420-052-3R1,Realite virtuelle,5,53
Sam,Roy,420-052-3R1,Realite virtuelle,5,48
Taylor,Morin,420-052-3R1,Realite virtuelle,5,86
Morgan,Gauthier,420-052-3R1,Realite virtuelle,5,76
Alex,Morin,420-052-3R1,Realite virtuelle,5,79
Cameron,Bouchard,420-052-3R1,Realite virtuelle,5,56
Jordan,Morin,420-052-3R1,Realite virtuelle,5,64
Sam,Lefebvre,420-052-3R1,Realite virtuelle,5,57
Casey,Fortin,420-052-3R1,Realite virtuelle,5,47
Robin,Lefebvre,420-052-3R1,Realite virtuelle,5,37
Charlie,Lefebvre,420-052-3R1,Realite virtuelle,5,54
Robin,Pelletier,420-052-3R1,Realite virtuelle,5,61
Jamie,Gagnon,420-052-3R1,Realite virtuelle,5,53
Morgan,Fortin,420-052-3R1,Realite virtuelle,5,63
Charlie,Gagnon,420-052-3R1,Realite virtuelle,5,48
Cameron,Morin,420-052-3R1,Realite virtuelle,5,74
Alex,Bouchard,420-052-3R1,Realite virtuelle,5,58
Casey,Roy,420-052-3R1,Realite virtuelle,5,82
Robin,Gauthier,420-052-3R1,Realite virtuelle,5,61
Cameron,Morin,420-052-3R1,Realite virtuelle,5,49
Alex,Gauthier,420-052-3R1,Realite virtuelle,5,75
Cameron,Morin,420-052-3R1,Realite virtuelle,5,37
Jamie,Roy,420-052-3R1,Realite virtuelle,5,35
Casey,Morin,420-052-3R1,Realite virtuelle,5,58
Casey,Gagnon,420-052-3R1,Realite virtuelle,5,41
Taylor,Fortin,420-052-3R1,Realite virtuelle,5,75
Casey,Gagnon,420-052-3R1,Realite virtuelle,5,56
Charlie,Bouchard,420-052-3R1,Realite virtuelle,5,82
Casey,Tremblay,420-052-3R1,Realite virtuelle,5,67
Charlie,Tremblay,420-052-3R1,Realite virtuelle,5,59
Jordan,Pelletier,420-052-3R1,Realite virtuelle,5,93
Taylor,Gagnon,420-052-3R1,Realite virtuelle,5,79
Jordan,Pelletier,420-052-3R1,Realite virtuelle,5,67
Jordan,Morin,420-052-3R1,Realite virtuelle,5,100
Jamie,Tremblay,420-052-3R1,Realite virtuelle,5,55
Charlie,Lavoie,420-052-3R1,Realite virtuelle,5,40
Alex,Tremblay,420-052-3R1,Realite virtuelle,5,66
Jamie,Roy,420-052-3R1,Realite virtuelle,5,65
Taylor,Roy,420-052-3R1,Realite virtuelle,5,62
Alex,Tremblay,420-052-3R1,Realite virtuelle,5,61
Charlie,Lefebvre,420-052-3R1,Realite virtuelle,5,72
Taylor,Lavoie,420-052-3R1,Realite virtuelle,5,46
Robin,Gagnon,420-052-3R1,Realite virtuelle,5,87
Taylor,Lavoie,420-052-3R1,Realite virtuelle,5,59
Charlie,Lefebvre,420-052-3R1,Realite virtuelle,5,59
Casey,Fortin,420-052-3R1,Realite virtuelle,5,62
Jordan,Roy,420-052-3R1,Realite virtuelle,5,71
Charlie,Pelletier,420-052-3R1,Realite virtuelle,5,42
Sam,Bouchard,420-052-3R1,Realite virtuelle,5,35
Jamie,Morin,420-052-3R1,Realite virtuelle,5,99
Jordan,Fortin,420-052-3R1,Realite virtuelle,5,84
Morgan,Roy,420-052-3R1,Realite virtuelle,5,91
Charlie,Tremblay,420-052-3R1,Realite virtuelle,5,37
Sam,Fortin,420-052-3R1,Realite virtuelle,5,85
Sam,Bouchard,420-052-3R1,Realite virtuelle,5,79
Alex,Lefebvre,420-052-3R1,Realite virtuelle,5,98
Morgan,Fortin,420-052-3R1,Realite virtuelle,5,63
Alex,Morin,420-052-3R1,Realite virtuelle,5,65
Jordan,Fortin,420-052-3R1,Realite virtuelle,5,74
Robin,Pelletier,420-052-3R1,Realite virtuelle,5,74
Jamie,Tremblay,420-052-3R1,Realite virtuelle,5,97
Casey,Fortin,420-052-3R1,Realite virtuelle,5,80
Taylor,Lavoie,420-052-3R1,Realite virtuelle,5,42
Sam,Tremblay,420-052-3R1,Realite virtuelle,5,81
Casey,Pelletier,420-052-3R1,Realite virtuelle,5,42
Jamie,Fortin,420-052-3R1,Realite virtuelle,5,73
Alex,Lavoie,420-052-3R1,Realite virtuelle,5,85
Jamie,Lefebvre,420-052-3R1,Realite virtuelle,5,60
Alex,Morin,420-052-3R1,Realite virtuelle,5,92
Sam,Roy,420-052-3R1,Realite virtuelle,5,62
Jamie,Gauthier,420-052-3R1,Realite virtuelle,5,78
Sam,Lefebvre,420-052-3R1,Realite virtuelle,5,50
Ronald,MacDounald,420-053-4R1,Cybersecurite,5,92
Homer,Simpson,420-053-4R1,Cybersecurite,5,58
Doctor,Doogie,420-053-4R1,Cybersecurite,5,91
Jordan,Gauthier,420-053-4R1,Cybersecurite,5,47
Taylor,Lavoie,420-053-4R1,Cybersecurite,5,75
Jordan,Bouchard,420-053-4R1,Cybersecurite,5,43
Jordan,Gagnon,420-053-4R1,Cybersecurite,5,35
Alex,Morin,420-053-4R1,Cybersecurite,5,97
Charlie,Lavoie,420-053-4R1,Cybersecurite,5,37
Casey,Bouchard,420-053-4R1,Cybersecurite,5,38
Sam,Fortin,420-053-4R1,Cybersecurite,5,68
Alex,Tremblay,420-053-4R1,Cybersecurite,5,41
Jamie,Pelletier,420-053-4R1,Cybersecurite,5,90
Jordan,Lavoie,420-053-4R1,Cybersecurite,5,94
Jamie,Roy,420-053-4R1,Cybersecurite,5,79
Casey,Roy,420-053-4R1,Cybersecurite,5,48
Cameron,Pelletier,420-053-4R1,Cybersecurite,5,39
Taylor,Gauthier,420-053-4R1,Cybersecurite,5,40
Casey,Bouchard,420-053-4R1,Cybersecurite,5,93
Morgan,Lefebvre,420-053-4R1,Cybersecurite,5,48
Robin,Lavoie,420-053-4R1,Cybersecurite,5,43
Casey,Gagnon,420-053-4R1,Cybersecurite,5,70
Alex,Fortin,420-053-4R1,Cybersecurite,5,47
Morgan,Roy,420-053-4R1,Cybersecurite,5,77
Charlie,Roy,420-053-4R1,Cybersecurite,5,79
Alex,Gauthier,420-053-4R1,Cybersecurite,5,54
Robin,Tremblay,420-053-4R1,Cybersecurite,5,54
Cameron,Lavoie,420-053-4R1,Cybersecurite,5,51
Taylor,Lavoie,420-053-4R1,Cybersecurite,5,58
Casey,Gauthier,420-053-4R1,Cybersecurite,5,52
Robin,Roy,420-053-4R1,Cybersecurite,5,38
Jamie,Bouchard,420-053-4R1,Cybersecurite,5,71
Jamie,Roy,420-053-4R1,Cybersecurite,5,99
Casey,Roy,420-053-4R1,Cybersecurite,5,91
Morgan,Gagnon,420-053-4R1,Cybersecurite,5,98
Jamie,Gauthier,420-053-4R1,Cybersecurite,5,83
Robin,Gagnon,420-053-4R1,Cybersecurite,5,77
Sam,Bouchard,420-053-4R1,Cybersecurite,5,90
Alex,Pelletier,420-053-4R1,Cybersecurite,5,61
Sam,Gagnon,420-053-4R1,Cybersecurite,5,61
Charlie,Pelletier,420-053-4R1,Cybersecurite,5,81
Morgan,Lefebvre,420-053-4R1,Cybersecurite,5,85
Morgan,Tremblay,420-053-4R1,Cybersecurite,5,95
Jamie,Gauthier,420-053-4R1,Cybersecurite,5,95
Casey,Pelletier,420-053-4R1,Cybersecurite,5,88
Jamie,Lefebvre,420-053-4R1,Cybersecurite,5,81
Morgan,Tremblay,420-053-4R1,Cybersecurite,5,54
Sam,Lefebvre,420-053-4R1,Cybersecurite,5,75
Morgan,Fortin,420-053-4R1,Cybersecurite,5,82
Sam,Roy,420-053-4R1,Cybersecurite,5,36
Taylor,Morin,420-053-4R1,Cybersecurite,5,97
Morgan,Gauthier,420-053-4R1,Cybersecurite,5,77
Alex,Morin,420-053-4R1,Cybersecurite,5,72
Cameron,Bouchard,420-053-4R1,Cybersecurite,5,67
Jordan,Morin,420-053-4R1,Cybersecurite,5,84
Sam,Lefebvre,420-053-4R1,Cybersecurite,5,47
Casey,Fortin,420-053-4R1,Cybersecurite,5,86
Robin,Lefebvre,420-053-4R1,Cybersecurite,5,87
Charlie,Lefebvre,420-053-4R1,Cybersecurite,5,94
Robin,Pelletier,420-053-4R1,Cybersecurite,5,47
Jamie,Gagnon,420-053-4R1,Cybersecurite,5,54
Morgan,Fortin,420-053-4R1,Cybersecurite,5,56
Charlie,Gagnon,420-053-4R1,Cybersecurite,5,79
